id,opportunity,sponsor,channel,sourceUrl,datePosted,deadline,awardType,otisMatch,fitScore,urgency,status,nextAction,lastChecked
auto-0cf37546be29,External User Login,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://app.www.sbir.gov/app-landing/fetch-login-url?isExternal=true,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-ce27e309239a,SBA Employee Login,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://app.www.sbir.gov/app-landing/fetch-login-url?isExternal=false,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-ec8e70615a15,About,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/about,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-4cec1e0e1757,Find Local Assistance,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/lab2market,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-c36a59eefd25,Participating Agencies,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/participating-agencies,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-bacd58134f23,Policy Directives,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/about/policies,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-ada7a7ba2ee7,Impact,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/impact,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-9c5946ce7c8e,Economic and Annual Reports,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/impact/impact-reports,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-5b5d7b1a4ace,Success Stories,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/success-stories,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-87b7f8201781,Annual Report Archive,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/impact/impact-reports/archive,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-31b79306bf78,Portfolio - Award Data,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/awards,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-55abe599d323,Portfolio - Company Data,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/portfolio,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-9b8ba7bf91ec,API Documentation,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/api,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-1d0e30cfc8ab,Data Resources,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/data-resources,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-e945b5817378,Data Dictionary,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/data-resources/data-dictionary,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-893317afe338,Apply,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/apply,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-8062deb53b99,Find Topics and Solicitations,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/topics,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-95673f2c6501,Community,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/community,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-91dbf8ab8308,Event Spotlight,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/community#event-spotlight,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-a1d70e369208,News and Events,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/events-listing,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-9fee1008e6dd,Federal and State Technology (FAST),SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/community/fast,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-ba1a614a99bb,Growth Accelerator Fund Competition (GAFC),SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/community/gafc,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-6b244278ef28,Site Map,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/coming-soon,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-87aa122df4fb,"Report Fraud, Waste & Abuse",SBIR.gov Participating Agencies,Federal SBIR/STTR,https://www.sbir.gov/fraud-waste-abuse,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-32571f2757fd,SBIR.gov Participating Agencies candidate,SBIR.gov Participating Agencies,Federal SBIR/STTR,https://x.com/sbirgov,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-0661af6a2b87,DIU CSO Guidance,DIU Open Solicitations,DIU,https://s3.us-gov-west-1.amazonaws.com/publicdocs.diu.mil/DIU_CSO_HQ0845-20-S-C001.pdf,,,Commercial Solutions Opening / unspecified,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-9ad27852f54b,Industry Demonstrations,SOF Week Accelerator Alley,SOF Week,https://sofweek.org/visit-accelerator-alley/,,,Not published,OTIS relevance needs review,2,MONITOR,Needs validation,"Open source, verify opportunity facts and deadline",2026-08-18T06:59:21Z
auto-945da8d94800,DON26BZ05-NV068 Intelligent Tools for Naval Aircrew Performance and Readiness,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV068.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-16296e519b52,DON26BZ05-NV069 Wearable Real-Time Command-and-Control Interface for Enhanced Naval Situational Awareness,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV069.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-b86e5b769673,DON26BZ05-NV070 Multi-Frequency Coverage Unit with Broad Band Interference and Designed Canceller,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV070.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-249cd8ac25aa,"DON26BZ05-NV071 Dynamically Generated, Articulated 3-Dimensional Training Content",Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV071.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-005caae84626,DON26BZ05-NV072 Digitally Enhanced Weapon System Technical Data - Q&A,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV072.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-56eb6f255c51,DON26BZ05-NV073 Portable Digital Metrology System for Measurement of Defects on Optically Transparent Canopies and Windscreens - Q&A,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV073.htm,,,SBIR/STTR,EO/IR,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-78df4439970b,DON26BZ05-NV074 Automated Post-Mission De-Brief and Re-Planning for Autonomous Combat Platform (ACP) Missions,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV074.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-388130c5483c,DON26BZ05-NV075 High Performance Electrolytic Coating Touch-Up Repairs for Aluminum,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV075.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-fc435517e369,"DON26BZ05-NV076 Open, Layered, Yielding Modular Platform for Unified Systems",Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV076.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-8cb88dc9d501,DON26BZ05-NV077 Multi-Core Parallel Processing for Sensor Fusion Architecture,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV077.htm,,,SBIR/STTR,Sensor Fusion / Geometry,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-e0888904962f,DON26BZ05-NV078 Tech Data Interactive Electronic Technical Manuals Convertor,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV078.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-a63890ff82c5,DON26BZ05-NV080 Submarine Cabinet Sound Dampening Alternative,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-NV080.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-1e3ac1f7b7ed,DON26BZ05-DV081 DIRECT TO PHASE II: Intelligent Data Analysis of Post-Mission Reporting Artifacts & Data,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV081.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-bdc29a57e86c,DON26BZ05-DV082 DIRECT TO PHASE II: Cross-domain Interface for Trusted Access & Data Exchange Logic,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV082.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-3eedd5bca531,DON26BZ05-DV083 DIRECT TO PHASE II: Solution to Reduce Towing Based Mishaps During Flightline Operations,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV083.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-2ec2917c6ae5,DON26BZ05-DV084 DIRECT TO PHASE II: Innovative Flexible Fuel Cell Design,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV084.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-606a5248023e,DON26BZ05-DV085 DIRECT TO PHASE II: Persistent Non-Destructive Inspection System for Airfield Readiness and Foreign Object Debris Mitigation,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV085.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-f8b0c341df6d,"DON26BZ05-DV086 DIRECT TO PHASE II: Development of Customized Aerospace Lightweight, High Power, High Frequency Bandwidth, Nanocrystalline EMI Filters",Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV086.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-0ab0207e37af,DON26BZ05-DV087 DIRECT TO PHASE II: Edge-Deployed Explainable Digital-Twin Condition Based Maintenance CBM+ Platforms for Carrier-Based Systems,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BZ05-DV087.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-a4c83d0412e3,DON26TZ05-NV022 Compact Efficient High Energy Pulsed Laser,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26TZ05-NV022.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-a8d181b3991d,DON26TZ05-NV023 Detection and Classification of Low Probability of Intercept radar waveforms using Field-Programmable Gate Array with Cognitive Techniques - Q&A,Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26TZ05-NV023.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-e1eef648db30,"DON26TZ05-NV024 Lightweight, Modular Fuel Cell Systems for Unmanned Aircraft Systems",Navy SBIR/STTR FY-26 Release 5,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26TZ05-NV024.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-3e8c2082058a,Navy SBIR/STTR candidate,Navy SBIR/STTR,Navy SBIR/STTR,https://twitter.com/donsbir,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-3f1bdbed82b6,"Open Topic for Unified Assured Positioning, Navigation, and Timing Operational Awareness and Decision Support",Navy SBIR/STTR,Navy SBIR/STTR,https://www.navysbir.com/n26_5/DON26BX05-NP004.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-90cae06ecdbb,Navy FY-26 Release 5 SBIR/STTR/CSO Instructions & Topics,Navy SBIR/STTR,Navy SBIR/STTR,https://navysbir.us/topics26_5.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-cf42dbc65b6d,(DON) SBIR FY-26 Release 4 topics,Navy SBIR/STTR,Navy SBIR/STTR,https://navysbir.us/topics26_4.htm,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
auto-0b22720fec2e,Navy SBIR/STTR candidate,Navy SBIR/STTR,Navy SBIR/STTR,https://navysbir.us/docs/DON-SBIR_STTR_Phase-III_Guidebook_V2-2020.pdf,,,SBIR/STTR,OTIS relevance needs review,2,MONITOR,Needs validation,Open source and verify opportunity facts and deadline,2026-08-26T13:43:34Z
